experimento	fecha	cols	rows	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
8122HTe	20220717 161831	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.153413166490545	0.27375245477531	88	21080	1.43418200253226	121.340581458041	2.38028765821638	0.773168624432039	418	0.222814804844149	9434	13246000	83
8122HTe	20220717 161842	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.165046680966234	0.478721722527026	378	21284	2.60347458953297	160.641204382897	18.7131416681672	0.23259064299292	93	0.181275710304372	12230	12370000	84
8122HTe	20220717 161850	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.231867357737014	0.155919641807926	979	19461	6.63232573633242	89.29125172276	18.3180487108109	0.486592391920439	62	0.199484154188618	11626	13454000	85
8122HTe	20220717 161912	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0972478184471022	0.409111272805917	289	17567	9.92647954730292	171.913954430153	1.25514675759786	0.806170421011792	625	0.229473454853376	9280	13280000	86
8122HTe	20220717 161932	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.227502259428869	0.415421328163746	1554	14732	2.44250859843227	46.8759800378999	1.37612654170162	0.620120818058611	515	0.175724988225433	10848	14952000	87
8122HTe	20220717 161943	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.24447054252859	0.653105007226129	1154	5758	3.21567258267893	55.7800423580682	3.87486038608644	0.485107053308113	69	0.154169803603032	12118	13922000	88
8122HTe	20220717 161957	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0843017625269012	0.585452753815411	1729	7874	6.19488275623139	140.191463347334	5.34896424603507	0.209015793512979	158	0.195723950044692	9932	14188000	89
8122HTe	20220717 162009	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.103334106636254	0.117758204438629	26	11305	5.6887718981002	182.422339026432	4.96397715757433	0.369196941035626	315	0.182344198806316	11166	14634000	90
8122HTe	20220717 162019	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.113854178720682	0.268551918821406	1674	8833	4.74705189670059	4.30960780014331	9.12651841863254	0.514134987431827	110	0.164724164191588	11746	13454000	91
8122HTe	20220717 162034	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.106049443797163	0.220909550989542	788	4868	5.75470140725001	164.753389541838	0.319115412032579	0.273161391841646	310	0.21240048367016	8768	15352000	92
8122HTe	20220717 162057	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0500180125098695	0.852252999041674	354	6121	5.90890447835004	162.104576432671	3.45704538132208	0.817457101428332	420	0.224617654605871	8374	14546000	93
8122HTe	20220717 162109	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0888367154333035	0.427956937534142	58	11807	3.07148539331611	134.021917829581	18.1555318360645	0.542962548108853	128	0.238457616602476	8292	12348000	94
8122HTe	20220717 162121	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.244558250829412	0.430906737574406	110	15097	5.86572753724622	154.552863248016	3.35378553762622	0.652496176456565	189	0.181672425004272	11308	13772000	95
8122HTe	20220717 162143	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.129086216687785	0.772569413838014	292	9001	0.594480187856394	153.757481731493	0.896308214226827	0.907672311229831	369	0.180957902760855	10824	14736000	96
8122HTe	20220717 162152	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.133506707067722	0.372883716806822	1796	1542	5.24097021280407	10.6246120304735	14.411327436747	0.676629341082528	50	0.202268956067434	8772	14628000	97
8122HTe	20220717 162209	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.153678769547899	0.459645900640296	1524	6901	6.05534574899318	180.236760014737	1.04491916037741	0.867982517426243	287	0.195927572216998	9880	15080000	98
8122HTe	20220717 162229	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.158178399028261	0.398685813063465	1462	1515	3.61958835972941	106.943851042357	0.715534201061048	0.624164200065178	250	0.169813112030101	10254	15906000	99
8122HTe	20220717 162252	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0713980859640207	0.794663941106059	1359	1454	5.63453730012872	44.4702894680822	3.29820661220539	0.223992311794239	159	0.174125446102984	10376	16024000	100
8122HTe	20220717 162308	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0739862587764832	0.99318893792536	883	1456	4.89350147133117	65.6211108704802	3.43739157459115	0.735070770817945	152	0.173346964534312	10406	15994000	101
8122HTe	20220717 162318	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.17973741717641	0.985990459226504	880	1257	4.84847243584634	31.8725592485752	11.1207985728635	0.27081999354066	34	0.144007946738352	12212	15148000	102
8122HTe	20220717 162331	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0714091652036191	0.721779167730347	1094	1454	0.328309712225981	32.4982894233214	8.67073356400151	0.402457706548879	103	0.190279756579526	9594	15366000	103
8122HTe	20220717 162342	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0804853508625045	0.23909071190647	881	1088	5.6736537224535	38.9189213383428	4.33079932691404	0.659104568645703	132	0.183890474198577	9830	15130000	104
8122HTe	20220717 162404	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0890955298630162	0.931887751954723	1097	4245	0.313118744932047	11.9037985569296	0.0269530496513376	0.21069641889173	262	0.183532723284221	10264	15056000	105
8122HTe	20220717 162422	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.196448008746722	0.133772835945349	1405	9408	2.51521139121089	168.862756540867	0.610404752595287	0.319924426608547	640	0.196150649009518	9926	14914000	106
8122HTe	20220717 162456	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.119259860014447	0.973939468849727	820	2957	5.36965207475148	116.169975057063	0.308187732548854	0.251991103682693	465	0.167685347425513	10224	16176000	107
8122HTe	20220717 162522	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0781923705727073	0.27110496992198	549	9459	5.85767197557921	173.273245548598	0.277449224792135	0.864005508239296	842	0.182915727259328	10636	15404000	108
8122HTe	20220717 162548	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.138509070673767	0.656188626518656	1535	11578	1.43148729574943	3.44568990870731	0.411656790915464	0.940276565336503	563	0.158682700156901	11812	15068000	109
8122HTe	20220717 162607	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.269457161045111	0.758253381921274	1672	12988	4.47591880312451	68.9708602616971	0.424351486782589	0.91899880007981	314	0.195714182856477	10352	14848000	110
8122HTe	20220717 162627	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.250735418499181	0.495442275582705	1182	15750	9.04385850455366	14.8906625867246	0.093470266511757	0.892407478757923	483	0.200995337520648	10402	14438000	111
8122HTe	20220717 162638	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.246199944999765	0.728745588623574	1402	14836	4.03768468690741	8.94692748468674	17.5821863366755	0.807462259769894	56	0.260921168923195	8028	12372000	112
8122HTe	20220717 162656	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.22630784242755	0.195245312473111	1647	7217	8.05445449984972	103.440245847053	0.0362264747108186	0.225579994851942	519	0.170901052758811	10776	15024000	113
8122HTe	20220717 162708	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.158370350618663	0.342757108565786	1724	4565	1.52927316752802	52.8265834233046	1.45918293750128	0.223169046383762	114	0.196928678547476	9564	15036000	114
8122HTe	20220717 162718	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.204540853088482	0.299041580566678	1384	1721	5.440610007159	19.639059501578	1.48945221764604	0.918239111457294	112	0.245116534991389	7284	14436000	115
8122HTe	20220717 162734	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.271995426886048	0.402886161546985	793	18345	4.64714529734412	93.7437845084657	1.95150180076866	0.919535938653285	342	0.176056703404886	12052	14348000	116
8122HTe	20220717 162746	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.125492319071557	0.161151091846914	351	16129	9.15378770391529	89.2899393431556	5.25833550654048	0.439258717323485	273	0.211966007523517	10416	13584000	117
8122HTe	20220717 162755	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.214548390833209	0.282280991100295	1660	6217	6.62121125901287	180.109955090972	15.4906391439607	0.241894315923641	61	0.136754642283498	13754	13966000	118
8122HTe	20220717 162809	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.193528853052674	0.487117309240779	1511	4311	5.98044849558476	138.550664335751	0.199977528203944	0.244865258750534	120	0.221700779948883	8558	15562000	119
8122HTe	20220717 162821	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0549138030472973	0.115075064517382	634	6292	5.98528957800238	100.996119670818	15.6285863849815	0.20820234227621	212	0.203220419268634	9404	13756000	120
8122HTe	20220717 162844	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0896855497413836	0.86361739239837	471	12097	4.97310879467088	45.2649112733727	0.265103667638736	0.825839691678278	452	0.178194901171487	11356	14684000	121
8122HTe	20220717 162853	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.267923570512474	0.307993960576584	1832	9389	1.50819065986087	53.9860930130124	16.2408096391008	0.201267247304053	52	0.218902022026254	8716	12764000	122
8122HTe	20220717 162906	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.281177837896781	0.790348335963343	812	1527	1.98944073318258	142.081723275162	1.32280251981236	0.239171234762603	73	0.191212272090286	9754	15926000	123
8122HTe	20220717 162920	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.154629052429734	0.900162712756721	794	2019	1.60629558737937	67.9097315447357	2.43879866391975	0.281658396653594	89	0.187915578847632	10074	16086000	124
8122HTe	20220717 162929	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.228108720299147	0.284452984244944	1128	1448	0.998499000374556	172.719463435477	9.75007184223617	0.738642894103809	55	0.164335104486017	10694	15226000	125
8122HTe	20220717 162939	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.239207299293807	0.539383046189975	1168	841	4.61324157157371	103.872763078276	8.53972982380478	0.70564337079112	43	0.155457808865452	11390	15370000	126
8122HTe	20220717 162953	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0892455088073942	0.71680115091697	634	1657	2.77567284298989	162.978428074149	5.98677530125039	0.203777660122893	95	0.145307125669467	12526	15314000	127
8122HTe	20220717 163003	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.239846490853759	0.318379682985781	460	1473	5.39324779655899	143.690358354265	2.9333027428199	0.240673474682033	106	0.194275193340392	9506	14974000	128
8122HTe	20220717 163016	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.270528278928807	0.308677787266989	1672	9752	0.977397813888436	187.897311165782	0.00111490980364076	0.906876705895848	202	0.18416237191822	10526	14434000	129
8122HTe	20220717 163027	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.108265088223339	0.251352720694663	527	9201	5.97410632259867	194.165366430456	14.6916009589907	0.253460146089953	121	0.181992424927976	10992	13728000	130
8122HTe	20220717 163047	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0467580957948001	0.638789991023231	667	4624	5.12517619579285	10.4786458714793	8.87945018230086	0.201738113797105	204	0.218403857285265	8442	14718000	131
8122HTe	20220717 163100	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.185993506285811	0.851496974476459	1125	1670	5.90399383528638	170.264596381161	2.8414585834938	0.306185617510491	100	0.200549709758921	9246	15114000	132
8122HTe	20220717 163128	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.141556275578194	0.806880732431572	1850	9322	2.24625566267481	55.1573316182426	0.220665905636483	0.853107928053556	575	0.158671665634726	11582	14818000	133
8122HTe	20220717 163148	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.100960653171428	0.305081391050137	97	7703	6.63369813592533	61.4055689328771	0.278760688549772	0.980342995159979	481	0.193512783368204	10054	14666000	134
8122HTe	20220717 163158	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.285859525475171	0.363353195246212	1622	1541	1.69720148903734	127.27707549852	6.25504343531351	0.290862573033161	36	0.124471955293918	14232	14688000	135
8122HTe	20220717 163216	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.248002477236181	0.559368777901558	601	4349	0.0480752218925843	179.852760128557	0.222206942751592	0.278000723121795	212	0.193304080362042	9656	15424000	136
8122HTe	20220717 163235	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0858628040167216	0.866513527800313	676	4574	0.554629840807332	111.033291222618	0.005344593145623	0.877674544311438	202	0.188010417688198	10166	15514000	137
8122HTe	20220717 163307	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0700961148239806	0.890983287596549	113	7361	1.56366835070215	41.1264101586244	0.353755163883791	0.481413388131254	454	0.194813069226845	9736	14864000	138
8122HTe	20220717 163325	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.255113633245262	0.684730134447467	1684	7050	0.715136384501752	155.377828297917	0.853128654224301	0.390026564411886	183	0.222875206170586	8648	14872000	139
8122HTe	20220717 163334	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.226816310449204	0.171449635644233	1643	4915	0.550934015483535	128.069982066096	17.6031417649848	0.866658421369952	48	0.192843466576863	9668	13852000	140
8122HTe	20220717 163408	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0977089265509802	0.787844188434152	225	6386	8.35926894915899	123.952405066725	0.485011996985673	0.211289342620994	730	0.193562848908492	9362	14998000	141
8122HTe	20220717 163441	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0633401073758551	0.749232481441527	633	1860	6.40034387088941	51.9104704887824	0.459942644747788	0.424534785061578	322	0.197784853607198	9274	16406000	142
8122HTe	20220717 163456	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.273679417027053	0.79525406281441	394	10192	0.123540501075418	22.5056854610847	0.0269157759327693	0.497985331042397	145	0.169831596906584	11726	14554000	143
8122HTe	20220717 163509	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.223525846446399	0.857368013592846	201	9676	1.92907323099588	22.4921927436942	2.41654089580895	0.997631628313083	95	0.180043138599345	10974	14226000	144
8122HTe	20220717 163526	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0785950241359877	0.244212226166785	1146	6184	8.30785607287789	116.782712874736	0.579350310895311	0.941413617036775	381	0.226892169095232	8306	15214000	145
8122HTe	20220717 163538	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0992622132827012	0.405238672390317	958	4752	0.0741789661929544	147.999655998717	16.6521549904539	0.200571796640533	100	0.219598479192123	8490	13830000	146
8122HTe	20220717 163552	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0673181218526833	0.969990755131058	219	7917	8.80576971002791	10.9132885141717	12.6099823517645	0.380226219914067	130	0.160575859406039	12296	13504000	147
8122HTe	20220717 163609	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.107841649353014	0.115149319801743	221	18910	5.7753633760695	199.858278574579	1.80572801923197	0.785284490381007	633	0.21377966997878	9876	14244000	148
8122HTe	20220717 163634	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0684068308225628	0.777897109946281	1546	7826	8.65378081420954	46.1954312035798	0.262708813677906	0.952494242059566	426	0.180258765162812	10880	15400000	149
8122HTe	20220717 163658	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0586666057104503	0.802992157571416	1620	2475	6.00294070833247	42.3044608222954	0.966997936736463	0.834703222914639	239	0.19917909576087	9298	15662000	150
8122HTe	20220717 163731	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0871203922378852	0.756149354702169	587	8101	5.22592543541808	3.77134328241571	0.0274573514625754	0.860311321186086	679	0.170853850335815	10988	15532000	151
8122HTe	20220717 163746	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.102931282080202	0.187017515084102	278	12740	9.31937420445301	146.138201908634	0.542326522932864	0.962517036818228	361	0.189528929597041	10852	14828000	152
8122HTe	20220717 163757	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.253781551053919	0.380223643429973	740	1793	0.0609610677879527	100.658142695586	1.66389137936844	0.702596404983738	54	0.163155858018779	11376	15024000	153
8122HTe	20220717 163815	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0915217971290053	0.320063169314314	60	10071	9.23905743633849	152.868550153763	0.255822660806607	0.328500136764798	415	0.159753268525983	12348	14652000	154
8122HTe	20220717 163827	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.074074687515765	0.311643128931083	1531	1563	6.45834527334616	133.162658513163	8.29606965114927	0.832022214017325	109	0.175320180478726	10666	14774000	155
8122HTe	20220717 163848	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.25285110069074	0.76284796766205	1141	15586	0.0703609985897333	55.5741256855782	1.0974964679501	0.761655984186796	466	0.201014478801607	10148	14452000	156
8122HTe	20220717 163900	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.103596953987477	0.418627811803908	1045	21030	4.06745968229535	69.079965777344	19.4680309718679	0.296354123162035	146	0.197627390488595	11282	12598000	157
8122HTe	20220717 163911	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.242838148226552	0.46201515291211	675	20204	9.33803037714985	100.599171517427	17.4191174265322	0.388632087657369	74	0.197321595313988	11892	12468000	158
8122HTe	20220717 163925	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0734530369684391	0.770653837886408	1737	6479	7.91509795510332	20.6124742606534	15.990468427883	0.973750645591199	103	0.172832330088159	10824	13656000	159
8122HTe	20220717 163936	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.237947457331081	0.456587400100767	1160	17017	5.53633035741384	56.2810403597693	13.5658427105172	0.403180580989452	77	0.19496073098805	11064	13296000	160
8122HTe	20220717 163947	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.121267764810421	0.303669884508021	77	16001	9.73580600416228	177.020608941944	19.9164776130282	0.467316637272353	119	0.247881878676006	8436	12564000	161
8122HTe	20220717 164009	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0875071531732651	0.816363581040868	494	4584	2.85617451163076	97.0343878030013	0.0772228697228423	0.238149206606858	278	0.22643976854282	8432	15208000	162
8122HTe	20220717 164040	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0951975930123837	0.751873463160565	1328	13176	0.64436852093595	43.8078048558775	0.0340839270965803	0.325545170030033	745	0.207626891736117	9588	14532000	163
8122HTe	20220717 164051	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.291188005769636	0.958543628860706	628	4863	0.635119614917195	173.288474213297	9.87420813339706	0.802852157420825	40	0.182438717783738	10126	14474000	164
8122HTe	20220717 164106	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0811261652471616	0.928392123083768	938	2353	8.69028383568319	1.88552100005961	2.40028525354236	0.342409628475725	99	0.184749079679014	9892	15908000	165
8122HTe	20220717 164124	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.076043236147955	0.989201439416962	1514	6464	0.586883811329828	9.52292387946384	3.21707573472404	0.970702581191443	257	0.21580597638118	8740	14660000	166
8122HTe	20220717 164148	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0695215096203881	0.899484356433753	1637	6842	7.45947120102512	10.4825597004918	1.12515910006984	0.337490322524023	365	0.196102717399375	9750	15330000	167
8122HTe	20220717 164203	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.226512258702998	0.487055485914927	797	18399	9.63971612395676	89.5777173723007	0.0914013090423415	0.631656878452467	265	0.2370506286705	8974	13706000	168
8122HTe	20220717 164216	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.11313518735744	0.538695386146177	1019	1805	5.79674872268478	37.0714932641933	4.23389514502555	0.268702595882999	91	0.182289338225301	9942	15978000	169
8122HTe	20220717 164227	785	49403	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.269227568198712	0.174987241844754	235	7673	1.44512357374975	174.029308858668	3.73806203714729	0.839413267647742	135	0.241471019378369	7788	13692000	170
